path|text
common_voice_hi_24584889.wav|कितना होशियार कुत्ता है!
common_voice_hi_24584890.wav|तुम अच्छा काम कर रहे हो। ऐसे ही करते रहो।
common_voice_hi_24584891.wav|बर्थडे स्पेशल: फिल्मों में एक्टिंग के लिए छोड़ दी थी इंजीनियरिंग...
common_voice_hi_24584892.wav|ऑस्ट्रेलिया ओपन: खिताब से एक कदम दूर भारत के श्रीकांत
common_voice_hi_24584893.wav|चिट्ठी लिखकर प्रशांत भूषण ने अरविंद केजरीवाल को कहा, ईश्वर तुम्हें माफ नहीं करेगा
common_voice_hi_24822397.wav|किसी कम्पनी को चलाना उसके मालिक बनने से फ़र्क होता है।
common_voice_hi_24822398.wav|भाइयों से शारीरिक संबंध बनाने के लिए कहता था पति!
common_voice_hi_24822399.wav|रिकॉर्ड कीमत पर नीलाम हुई पिकासो की पेंटिंग
common_voice_hi_24822400.wav|उसके पास एक बेटा है, और वह डॉक्टर बन गया है।
common_voice_hi_24822401.wav|तालिबान ने की ब्रिटनी के एक्स बॉयफ्रेंड की हत्या
common_voice_hi_24495097.wav|यह सोना है।
common_voice_hi_24495098.wav|हमारी चिंता मत करो।
common_voice_hi_24495099.wav|मैं आपको इस बार बचा नहीं सकती।
common_voice_hi_24495100.wav|मेरा बेटा ईरान चला गया।
common_voice_hi_24495101.wav|दवाई लो।
common_voice_hi_23834324.wav|चाय-वाय कुछ लेंगे आप?
common_voice_hi_23834325.wav|उसका दिल साफ़ है।
common_voice_hi_23834326.wav|महिलाएँ दुनिया बदल देती हैं।
common_voice_hi_23834327.wav|नृत्य हर एक संस्कृति का एक सुंदर भाग होता है।
common_voice_hi_23834328.wav|मुझे अंग्रेज़ी और संगीत पसंद हैं।
common_voice_hi_24004899.wav|पाकिस्तान: चोवा गुरुद्वारे का उद्घाटन समारोह स्थगित, बंटवारे के बाद से है बंद
common_voice_hi_24004900.wav|एंड्रॉयड को फाउंडर लॉन्च करेंगे बिना बेजल डिस्प्ले वाला स्मार्टफोन
common_voice_hi_24004901.wav|जर्मनी चाहता था कि रूस युद्ध से बाहर रहे।
common_voice_hi_24004902.wav|भारत का स्वतंत्रता दिवस पंद्रह अगस्त को मनाया जाता है।
common_voice_hi_24004903.wav|सभी उसकी अच्छाई करते है।
common_voice_hi_24016296.wav|मुझे एक झलक देखते ही पता लग गया कि वह थक गई थी।
common_voice_hi_24016297.wav|दिल्ली-एनसीआर में सुहावने मौसम के बीच ट्रैफिक जाम बना लोगों के लिए मुसीबत
common_voice_hi_24016298.wav|कंधमाल कांड: नन ने मुख्य आरोपी की पहचान की
common_voice_hi_24016299.wav|महिलाओं के लिये स्ट्रिप क्लब है।
common_voice_hi_24016300.wav|बरसों तक जिसे खून समझती रही दुनिया, बाद में वो निकला गर्म पानी
common_voice_hi_23901985.wav|मुझे बस उसका नाम बता।
common_voice_hi_23901986.wav|वह सेव सड़ने लगा है।
common_voice_hi_23901987.wav|वह दस साल का लड़का था।
common_voice_hi_23901988.wav|मेरे लिए थोड़ी जगह बनाओगे क्या?
common_voice_hi_23901989.wav|टॉम को कुछ पिलाओ।
common_voice_hi_24808098.wav|केरल सोलर स्कैम आरोपी सरिथा के पोर्न वीडियो वायरल!
common_voice_hi_24808099.wav|रोड शो तो देवी-देवताओं की झांकियों की तरह हैं: शरद यादव
common_voice_hi_24808100.wav|नेपोटिज्म पर आयुष्मान खुराना- प्रतिभाशाली हैं तो सबकुछ आसान, मैं सही समय पर था
common_voice_hi_24808101.wav|दिल्ली में फिर मौसम ने मिजाज बदला
common_voice_hi_24808102.wav|Bigg Boss: करिश्मा ने कहा, हालात बुरे होते हैं इनसान नहीं
common_voice_hi_24038971.wav|भारत में गाय को पूज्य माना जाता है।
common_voice_hi_24038973.wav|मेरे पास और कुछ नहीं है।
common_voice_hi_24038974.wav|लव लेटर नहीं लव ट्वीट्स का है जमाना
common_voice_hi_24038975.wav|रेप के आरोपी नारायण साईं को साधकों ने किया दंडवत प्रणाम
common_voice_hi_24038976.wav|बर्दाश्त की भी हद होती है।
common_voice_hi_24660518.wav|डेयरी प्रोडक्ट्स को सेफ रखने के लिए अपनाएं ये तरीके
common_voice_hi_24660520.wav|घर चमकाना हो तो कीजिए रीठा का इस्तेमाल
common_voice_hi_24660521.wav|छत्तीसगढ़ में अब सरकारी कर्मचारी पैदा कर सकेंगे दो से अधिक बच्चे
common_voice_hi_24660524.wav|नकवी के घर ईद मनाने पहुंचे राजनाथ, जयशंकर समेत मोदी सरकार के कई मंत्री
common_voice_hi_24660525.wav|तुम अंधेरे में क्यों बैठे हो?
common_voice_hi_23936419.wav|'कुछ कुछ लोचा है' में सनी लियोन का बिकिनी लुक
common_voice_hi_23936421.wav|यह रही आपकी चाबी।
common_voice_hi_23936422.wav|टॉम ने आकाश की तरफ देखा।
common_voice_hi_23936423.wav|मैं शहर का नक्शा खरीदना चाहता हूँ।
common_voice_hi_23936424.wav|मेरी छड़ी कहाँ है?
common_voice_hi_23937109.wav|इस वजह से हुआ दावत-ए-इश्क की रिलीज में फेरबदल
common_voice_hi_23937110.wav|उस संस्कृति में लोग रंग-बिरंगी कपड़े पहनते हैं।
common_voice_hi_23937111.wav|यह सशक्त लोकपाल नहीं हैः लालू यादव
common_voice_hi_23937112.wav|इसलिए क्योंकि तुम लड़की हो।
common_voice_hi_23937113.wav|कौन बनेगी एमएस धोनी की 'वाइफ', आलिया भट्ट या श्रद्धा कपूर?
common_voice_hi_24559357.wav|मुझे अपने पैसे वापस चाहिए।
common_voice_hi_24559359.wav|वह बुखार के साथ बिस्तर में लेटी हुई है।
common_voice_hi_24559360.wav|लोहा एक बहुत उपयोगी धातु है।
common_voice_hi_24559361.wav|रामपुर: युवती की हत्या, जला हुआ शव मिला
common_voice_hi_24559394.wav|यह किताब उस किताब से पुरानी है।
common_voice_hi_24559396.wav|आकाश में कई अरब सितारे हैं।
common_voice_hi_24559397.wav|उसने पीछे मुड़कर मुझपर मुस्कुराया।
common_voice_hi_24559398.wav|मैं एक रात और रह सकता हूँ क्या?
common_voice_hi_24599565.wav|अवनी ने अकेले उड़ाया फाइटर प्लेन, ऐसा करने वाली पहली भारतीय महिला पायलट
common_voice_hi_24599567.wav|मैं भगवान में विश्वास नहीं करता।
common_voice_hi_24599569.wav|इस कमरे में कुछ ज़्यादा ही अँधेरा है।
common_voice_hi_24599570.wav|छब्बीस जनवरी को गणतंत्र दिवस मनाया जाता है।
common_voice_hi_24599571.wav|तुम्हें पता था, है ना?
common_voice_hi_24599572.wav|हम समय पर पहुँच जाएँगे क्या?
common_voice_hi_24599573.wav|कर्ज के कारण घर बेचने को मजबूर मित्तल!
common_voice_hi_24599574.wav|तुम्हारी बारी है। इस तरफ़ आओ।
common_voice_hi_24028170.wav|आंध्र प्रदेश: शांतिपूर्ण तरीके से संपन्न हुआ मतदान
common_voice_hi_24028171.wav|वह अमीर है। उसे पैसों की ज़रूरत नहीं है।
common_voice_hi_24028172.wav|संसद में हंगामे से उठ सकता है जनता का भरोसा: राष्ट्रपति
common_voice_hi_24028173.wav|वह खाना न तो आदमी न जानवर को खिलाने लायक था।
common_voice_hi_24028174.wav|तुम्हारे घर का फ़ोन नम्बर क्या है?
common_voice_hi_24028185.wav|हैदराबाद एनकाउंटर पर बोली शिवसेना- पुलिस ने न्याय के लिए अपनाया शॉर्टकट
common_voice_hi_24028186.wav|अमेरिका को हराकर घाना क्वार्टर फाइनल में
common_voice_hi_24028187.wav|ब्लैकबेरी के सीईओ ने कहा, फायदा नहीं होने पर बंद होगा हैंडसेट बिजनेस
common_voice_hi_24028188.wav|प्रिया प्रकाश वारियर की पहली फिल्म पर विवाद, डायरेक्टर बोले- मुझ पर बनाया दबाव
common_voice_hi_24028189.wav|इन लोगों को जाने दीजिए।
common_voice_hi_24562174.wav|एशियाडः कबड्डी में गोल्डन हैट्रिक से चूकीं भारतीय महिलाएं
common_voice_hi_24562175.wav|मीट अच्छे से पका नहीं है।
common_voice_hi_24562176.wav|महाराष्ट्र: 'पद्मावत' दिखा रहे थियेटर के बाहर पेट्रोल बम फेंका
common_voice_hi_24562177.wav|मोदी सरकार के मंत्री ने खुद माना 'संकट' में है टेलीकॉम सेक्टर
common_voice_hi_24562178.wav|कहाँ चले गए हो?
common_voice_hi_24562189.wav|वे स्पेनी हैं।
common_voice_hi_24562190.wav|क्या तुम उनसे प्यार करती थी?
common_voice_hi_24562191.wav|बच्चों को तमाचा मारने से बढ़ता है कैंसर और दिल की बीमारी का खतरा
common_voice_hi_24562192.wav|कृपया धीमी आवाज़ में बात कीजिए।
common_voice_hi_24562193.wav|हम एक-दूसरे को समझते हैं।
common_voice_hi_23833315.wav|हम एक फ़िल्म देख रहे हैं।
common_voice_hi_23833316.wav|बोतल छोड़ दो।
common_voice_hi_23833317.wav|मुझे एक कप चाय चाहिए।
common_voice_hi_23833318.wav|हमें नहीं पता हम कहाँ हैं।
common_voice_hi_23833319.wav|पाकिस्तान में आतंकी हाफिज सईद के बेटे पर भी आतंकवादी हमले का खतरा
common_voice_hi_23833327.wav|मुलायम के आशीर्वाद पर अखिलेश बोले- नेताजी जिंदाबाद, शिवपाल नदारद
common_voice_hi_23833328.wav|मैं स्कुल जाना नहीं चाहता हूँ।
common_voice_hi_23833329.wav|आम चुनावों के लिए कांग्रेस सतर्क, जाट आरक्षण से फिर वोट बटोरेगी कांग्रेस
common_voice_hi_23833331.wav|उसने प्रतियोगिता फिरसे जीत ली।
common_voice_hi_23833333.wav|किसी ने मेरी पतंग काट ली है।
common_voice_hi_23833334.wav|हम सब टॉम को जानते हैं।
common_voice_hi_23809699.wav|लुई, तुम्हारे दोस्त आ रहे हैं।
common_voice_hi_23809700.wav|लगता है मुझे सहायता की आवश्यकता है।
common_voice_hi_23809701.wav|उसने मुझे चिट्ठी का जवाब न देने के लिए डाँटा।
common_voice_hi_23809702.wav|यहाँ आसपास में एक झोपड़ी हुआ करती थी।
common_voice_hi_23809709.wav|गर्भवती ने बुरका क्या पहाना, भड़क गया दंगा
common_voice_hi_23809710.wav|बच्चे बगीचे में खेल रहे हैं।
common_voice_hi_23809711.wav|इस द्वीप पर बहुत कम लोग रहते हैं।
common_voice_hi_23809713.wav|तुम्हें थोड़ा ज़्यादा समझदार होना चाहिए।
common_voice_hi_23809719.wav|तुम यहाँ सारे के सारे पेड़ काट डालोगे क्या?
common_voice_hi_23809720.wav|वह मुझपर गुस्सा हो गया।
common_voice_hi_23809721.wav|उत्तर प्रदेश में चल रहे नौ फर्जी विश्वविद्यालयों की जांच एसआईटी को
common_voice_hi_23809722.wav|काला रंग तुम पर जँचता है।
common_voice_hi_23809723.wav|वह शादीशुदा नहीं है।
common_voice_hi_23824449.wav|तुम अंधेरे में क्यों बैठी हो?
common_voice_hi_23824450.wav|वह मुझसे दो साल छोटी है।
common_voice_hi_23824451.wav|मेरी नज़र इन दिनों कमज़ोर हो रही है।
common_voice_hi_23824452.wav|वह तीन घंटों में वापस आएगा।
common_voice_hi_23824453.wav|वे पाँच बजे चाय पीतीं हैं।
common_voice_hi_23824456.wav|महाराष्ट्र पब्लिक सर्विस कमीशन में वैकेंसी
common_voice_hi_23824458.wav|उसने सब कुछ अपने-आप किया।
common_voice_hi_23824459.wav|दुनिया बदल गई है।
common_voice_hi_23824460.wav|यह आपका फ़ैसला नहीं है।
common_voice_hi_23824468.wav|मैं सीरिया से हूँ।
common_voice_hi_23824470.wav|हम अंदर आ रहे हैं।
common_voice_hi_23824471.wav|आप किसके साथ खा रहीं हैं?
common_voice_hi_23824473.wav|वह बहुत पैसेवाली औरत है।
common_voice_hi_23833600.wav|आफ़्रिका में कई शेर हैं।
common_voice_hi_23833601.wav|आज के युवाओं को नहीं मालूम पहले विश्वयुद्ध की तारीखें
common_voice_hi_23833602.wav|मुम्बई भारतीय राज्य महाराष्ट्र की राजधानी है।
common_voice_hi_23833603.wav|उसने मुझे वह नियम समझाया।
common_voice_hi_23833604.wav|मेरे पापा आमतौर पर छः बजे घर लौटकर आते हैं।
common_voice_hi_23833605.wav|सेंसेक्स और निफ्टी भारी गिरावट के साथ बंद
common_voice_hi_23833606.wav|तूफ़ान ने पूरे नगर को नष्ट कर दिया।
common_voice_hi_23833607.wav|हम तो बस दोस्त है।
common_voice_hi_23833608.wav|हमारी मीटिंग कभी-कभार ही टाईम पर शुरू होती है।
common_voice_hi_23833609.wav|वारियर्स ने विक्टोरिया को हराकर दूसरी जीत दर्ज की
common_voice_hi_23833610.wav|अंबेडकर यूनिवर्सिटी शुरू करेगी ऑनलाइन कोर्स
common_voice_hi_23833611.wav|विपक्ष का वार, केजरीवाल जैसी नौटंकी पर उतरे शिवराज
common_voice_hi_23833612.wav|वह वहाँ जाने से डरता था।
common_voice_hi_23833613.wav|वाराणसी हिंसा: कांग्रेस विधायक अजय राय गिरफ्तार
common_voice_hi_23833614.wav|मुझे पता है कि, तुम अभी भी मेरे लिए आंसू बहाते हो कभी कभी।
common_voice_hi_23937537.wav|गुवाहाटी हाईकोर्ट में वैकेंसी
common_voice_hi_23937538.wav|बेकरी कहाँ है?
common_voice_hi_23937540.wav|पहली बार...कैबिनेट विस्तार, पर्रिकर और सुरेश प्रभु होंगे मंत्रिमंडल में शामिल
common_voice_hi_23937551.wav|मुंबई में एक बार फिर होगी आफत की बारिश, अगले दो दिन का अलर्ट
common_voice_hi_23937552.wav|वह मेरी बात नहीं सुनेगा।
common_voice_hi_23937555.wav|मैं इस शोर को और बर्दाश्त नहीं कर सकती।
common_voice_hi_23937561.wav|इससे मेरे कोई लेना-देना नहीं है।
common_voice_hi_23937562.wav|तुम मरोगे।
common_voice_hi_23937563.wav|नीति मोहन की शादी में शामिल नहीं हो सके पिता, ये थी वजह
common_voice_hi_23937565.wav|मैं इस ज़िन्दगी को जीकर थक गया हूँ।
common_voice_hi_23937567.wav|बाद में मिलेंगे।
common_voice_hi_23937568.wav|दुकान आज खुली नहीं है।
common_voice_hi_23937570.wav|वह कौनसी चिड़िया है?
common_voice_hi_23937574.wav|गुजरात में अमित शाह की गाड़ी के ऊपर पाटीदारों ने फेंके अंडे
common_voice_hi_23937576.wav|पेट्रोल के दामों में वृद्धि से ममता नाखुश
common_voice_hi_23937580.wav|टॉम स्वार्थी था।
common_voice_hi_23795358.wav|कांस्टेबल बन मनोज बाजपेयी दिखा रहे हैं 'तांडव'
common_voice_hi_23795360.wav|वह चाय पी रहा है।
common_voice_hi_23795361.wav|अब मच्छरों को मारेंगे मच्छर...
common_voice_hi_23795362.wav|जैक मुझसे तीन साल बड़ा है।
common_voice_hi_23796043.wav|एक पागल इनसान को अपने किये-धरे के लिए ज़िम्मेदार नहीं ठहराया जा सकता।
common_voice_hi_23796044.wav|कौन ज़्यादा तेज़ भागता है, केन या टोनी?
common_voice_hi_23796046.wav|हमने उस उम्मीदवार को अपना मत दिया।
common_voice_hi_23796048.wav|उन्होंने एक-दूसरे को देखा।
common_voice_hi_23796049.wav|अभी पोलैंड में क्या हो रहा है?
common_voice_hi_23796063.wav|मैं सफ़र पर उसके साथ गया।
common_voice_hi_23796064.wav|उसने मेरे स्तन पकड़ लिये।
common_voice_hi_23796065.wav|क्या इसका स्वाद अच्छा है?
common_voice_hi_23796066.wav|लोगों ने पुलिस टीम पर किया हमला, वर्दी फाड़कर जीप के शीशे तोड़े
common_voice_hi_23796067.wav|हमारे पास तो बस चाय है।
common_voice_hi_23796155.wav|उसे अपना स्कूल बहुत पसंद है।
common_voice_hi_23796156.wav|पिछले कुछ सालों से मौसम बहुत अजीब है।
common_voice_hi_23796157.wav|वह नतीजे के लिए बेचैन है।
common_voice_hi_23827785.wav|बाहर नहीं जाना चाहते हो क्या?
common_voice_hi_23827786.wav|हमे स्केटिंग करके मज़ा आया।
common_voice_hi_23827787.wav|यह ग़ैरक़ानूनी होना चाहिए।
common_voice_hi_23827788.wav|अनवर जहां को तीन तलाक पर सुप्रीम कोर्ट के फैसले से मिली दोहरी खुशी
common_voice_hi_23827789.wav|गुलदान को किसने तोड़ दिया?
common_voice_hi_23827790.wav|आईआईटी बॉम्बे के स्टूडेंट्स ने बनाई सबसे तेज फॉर्मूला रेसिंग कार...
common_voice_hi_23827791.wav|उसने अपने दुख को अपनी मुस्कुराहट के पीछे छिपा लिया।
common_voice_hi_23827792.wav|टॉम भागा।
common_voice_hi_23827793.wav|तुम कुछ ज़्यादा ही शक्कर डालती हो।
common_voice_hi_23827794.wav|तुम्हें जैसे ही यह पत्र मिले मुझे लिखकर जवाब देना।
common_voice_hi_23827795.wav|टॉम मेरा चाचा लगता है।
common_voice_hi_23827796.wav|मथुरा में एक सनकी का सत्याग्रह!
common_voice_hi_23827797.wav|मेरा वहीं मतलब है।
common_voice_hi_23827798.wav|टॉम बाहर इंतज़ार कर रहा है।
common_voice_hi_23827799.wav|मारीओ, मुझे समलैंगिक कहना बंद करो! मैं सीधा हूँ!
common_voice_hi_23827800.wav|आसपास देखो, टॉम।
common_voice_hi_23827801.wav|अब जीरो डिग्री में दिखेगा 'टाइगर' सलमान का दम
common_voice_hi_23827802.wav|केन ने अभी तक गाड़ी नहीं धोई है।
common_voice_hi_23827803.wav|अगर हमको स्टेशन समय पर पहुँचना है तो हमको जल्दी करनी होगी।
common_voice_hi_23827804.wav|मेरा फ़ोन खराब है।
common_voice_hi_23964471.wav|वह खबर सुनते ही रो पड़ी।
common_voice_hi_23964472.wav|पहली बार ट्विटर पर लाइव हुए रणबीर, कल देंगे बड़ा सरप्राइज
common_voice_hi_23964473.wav|यूपी बोर्ड परीक्षा में ऐसे पूरा करें अपना सिलेबस
common_voice_hi_23964474.wav|जोहल केस: पुलिस ने मौर्या स्टाफ से की पूछताछ
common_voice_hi_23964481.wav|इन्सान का शरीर एक तरह की मशीन होती है।
common_voice_hi_23964483.wav|बीजेपी नेताओं ने की टिफिन पार्टी, अब दिखाएंगे यूनिटी
common_voice_hi_23964484.wav|हम तुम्हारे साथ सैर करने चलें क्या?
common_voice_hi_23964485.wav|यह लिफ़्ट छटी मंज़िल तक ही जाती है।
common_voice_hi_23964491.wav|युरोप में कितने लोग हैं?
common_voice_hi_23964492.wav|वह हमेशा अपनी टीचर की शिक़ायत करती है।
common_voice_hi_23964493.wav|तुम हमेशा लोगों की बुराई करने को तैयार रहते हो।
common_voice_hi_23964495.wav|यह दुकान नौ बजे बंद हो जाती है।
common_voice_hi_23964496.wav|रियो ओलंपिक: दीपिका कुमारी की नजर सीधा निशाने पर
common_voice_hi_23964497.wav|टीचर ने बाथरूम में छात्रा से की छेड़छाड़, मामला दर्ज
common_voice_hi_23964498.wav|यूपी पुलिस की आखों के सामने से भाग निकला नारायण साईं
common_voice_hi_23964499.wav|टॉम आप से ज़्यादा प्रसिद्ध है।
common_voice_hi_23964500.wav|जब मैं अठारह साल का था मैंने गाड़ी चलानी सीखी और लाईसेंस बनवालिया।
common_voice_hi_23964501.wav|भीमा-कोरेगांव हिंसा मामले में पुलिस ने तीन लोगों को किया गिरफ्तार
common_voice_hi_23964502.wav|मैं मेट्रो लेकर स्कूल जाती हूँ।
common_voice_hi_23964503.wav|हम सब टॉम को तो जानते ही हैं।
common_voice_hi_23964504.wav|ये अच्छे सवाल हैं।
common_voice_hi_23964505.wav|फेसबुक, ट्विटर और व्हॉट्सऐप पर अफवाह फैलाने वालों की खैर नहीं
common_voice_hi_23844508.wav|कहाँ गए हो?
common_voice_hi_23844509.wav|चाहो तो घर जा सकते हो।
common_voice_hi_23844510.wav|नीचे क्यों देख रही हो?
common_voice_hi_23844511.wav|अनंतनाग आतंकी हमले के बाद दिल्ली का जंतर-मंतर राजनीतिक अखाड़े में तब्दील
common_voice_hi_23844512.wav|सावधान, दक्षिण दिल्ली का पानी बना जहर!
common_voice_hi_23844513.wav|अक्षय कुमार ने पकड़ा उल्टा तिरंगा, ट्रोल होने पर मांगी माफी
common_voice_hi_23844514.wav|मुझे नहीं पता हमे कितनी देर इंतेज़ार करना चाहिए।
common_voice_hi_23844515.wav|मैरी ने अपने स्तन दिखाएँ।
common_voice_hi_23844516.wav|तुम्हें गाड़ी चलाना आता है क्या?
common_voice_hi_23844517.wav|मैं ना एथेनियाई हूँ ना यूनानी।
common_voice_hi_23844528.wav|पेट्रोल, डीजल और एलपीजी की कीमत वृद्धि पर सीसीपीए की बैठक टली
common_voice_hi_23844530.wav|भारी बारिश के साथ बाढ़ भी आई और उसने बहुत नुकसान पहुँचाया।
common_voice_hi_23844531.wav|देखो वह कितना तेज़ दौड़ता है!
common_voice_hi_23844532.wav|मुझे मत बताओ।
common_voice_hi_23844533.wav|हमें अगले हफ़्ते ड्राईव पर लेजाओगे क्या?
common_voice_hi_23844534.wav|अब राज के निशाने पर टैक्सी और ऑटो चालक
common_voice_hi_23844535.wav|बैडमिंटन टूर्नामेंट: कश्यप क्वार्टर फाइनल में, ज्वाला और अश्विनी हारे
common_voice_hi_23844536.wav|उसने अच्छा किया कि उस नौकरी को हाँ कर दिया।
common_voice_hi_23844537.wav|वह चाल-चलन में असभ्य है।
common_voice_hi_23844538.wav|अमर सिंह बोले- मैं समाजवादी नहीं, मुलायम वादी हूं
common_voice_hi_23844539.wav|पूर्व केंद्रीय मंत्री श्रीकांत जेना पर हुई कार्रवाई, कांग्रेस ने पार्टी से निकाला
common_voice_hi_23844540.wav|जापान में रहना बहुत महंगा है।
common_voice_hi_23844541.wav|आज मैं चार साल का हो गया हूँ।
common_voice_hi_23844542.wav|पीकर खतम करदो।
common_voice_hi_23976026.wav|विजयलक्ष्मी के बयानों पर चुनाव आयोग करेगा कार्रवाई
common_voice_hi_23976027.wav|मोदी से नौ घंटे की मैराथन पूछताछ
common_voice_hi_23976028.wav|टोनी क्या कर रहा है?
common_voice_hi_23976029.wav|मास्को रूस की राजधानी है।
common_voice_hi_23976030.wav|थोड़ा धीरे बोल सकते हैं क्या?
common_voice_hi_23976033.wav|लखनऊ साक्षरता अभियान को किरण बेदी का समर्थन
common_voice_hi_23976034.wav|मैं तुम्हारे जैसा हूँ।
common_voice_hi_23976035.wav|राजा और रानी आ रहे हैं।
common_voice_hi_23976036.wav|बैंक ऑफ इंडिया में ऑफिसर की वैकेंसी
common_voice_hi_23976037.wav|टॉम ने मैरी को अपना असली नाम नहीं बताया।
common_voice_hi_23976043.wav|उसे सब पसंद करते हैं।
common_voice_hi_23976045.wav|तुम अपने बाल क्यों नहीं काटती?
common_voice_hi_23976047.wav|मैं तुम्हारे लिये चाय बनाता हूँ।
common_voice_hi_23976048.wav|बसपा सुप्रीमों ने कांग्रेस से झाड़ा पल्ला, भाजपा को मिली संजीवनी
common_voice_hi_23976049.wav|जपानी ब्रिटिशों से ज़्यादा गोमांस खाते हैं।
common_voice_hi_23976060.wav|मैं मोहन के साथ गेंद खेलने जा रहा हूँ।
common_voice_hi_23976061.wav|अगले साल मैं हवाई जा रही हूँ।
common_voice_hi_23976062.wav|टॉम ने कोट पहन कर देखा।
common_voice_hi_23976063.wav|रीता बहुगुणा का घर जलाने में इस्तेमाल हुई गाड़ी बरामद
common_voice_hi_23976064.wav|सर्वदलीय प्रतिनिधिमंडल में शामिल प्रणव व चिदंबरम
common_voice_hi_23976074.wav|हरियाणा सरकार ने स्नातकोत्तर बेरोजगारों के लिए शुरू की रोजगार योजना
common_voice_hi_23976075.wav|उसने मेरी पीठ पर थपथपाया और मुस्कुराया।
common_voice_hi_23976076.wav|दिल्ली: आज हो सकते हैं अरविंद केजरीवाल रिहा
common_voice_hi_23976077.wav|जकार्ता में साइना का प्रदर्शन संतोषजनक: गोपीचंद
common_voice_hi_23976078.wav|'फटाफट क्रिकेट' से डर नहीं रहे फिल्म निर्माता
common_voice_hi_24555601.wav|फरीदाबाद: एमआर कॉलेज के पास लड़की की लाश बरामद
common_voice_hi_24555602.wav|छत्तीसगढ़- आतंक का जाल
common_voice_hi_24555603.wav|मैंने उसकी आवाज़ सुनने के बाद ही उसे पहचाना।
common_voice_hi_24555604.wav|वह किताब को खरीदना चाह्ता था।
common_voice_hi_24555605.wav|यहाँ पर मुश्किल से कभी बारिश होती है।
common_voice_hi_24555621.wav|उसकी अचानक मौत ने हम सब को चौंका दिया।
common_voice_hi_24555623.wav|हम कल वापस आयेंगे।
common_voice_hi_24555624.wav|तुम्हारी खाँसी तुम्हारे सिगरेट पीने की वजह से है।
common_voice_hi_24555625.wav|अब चार के बजाये ढाई एकड़ में भी बन सकेगा केंद्रीय विद्यालय
common_voice_hi_24555641.wav|एकसाथ अभ्यास करते नजर आए पोंटिंग-तेंदुलकर
common_voice_hi_24555642.wav|चोटिल शिखर धवन की जगह करुण नायर टीम इंडिया में शामिल
common_voice_hi_24555643.wav|दरवाज़े को खुला मत छोड़ो।
common_voice_hi_24555644.wav|वह रोमानिया में एक छोटा सा घर खरीदना चाहता था।
common_voice_hi_24555645.wav|राज्यपाल बनते ही 'इस्लामिक टेकओवर' ट्वीट्स से तथागत रॉय ने की तौबा
common_voice_hi_24555656.wav|और क्या है?
common_voice_hi_24555657.wav|तनुश्री के आरोपों पर सलमान ने किया रिएक्ट, इस तरह दिया जवाब
common_voice_hi_24555659.wav|चीन का पारंपरिक व्यायाम हृदयरोग में लाभदायक
common_voice_hi_24555660.wav|सचिन तेंदुलकर ने वनडे से पहले टैक्सी से एयरपोर्ट पहुंचने की कहानी बयां की
common_voice_hi_24555679.wav|प्रणब दा के साथ जुड़ा है हमारा बजट
common_voice_hi_24555680.wav|वह स्कूल जाने के लिए अभी बहुत छोटी है।
common_voice_hi_24555682.wav|सलमान खान से सिफारिश, जैकलीन फर्नांडिस ने मानुषी छिल्लर से छीन ली फिल्म
common_voice_hi_24555683.wav|वह रोता रहा।
common_voice_hi_24555684.wav|बिहार में विधायक-पार्षद देंगे संपत्ति का ब्योरा
